group,actor,recipient,category,start,stop,duration
GH019910,1,8,frontal_display,42,139,98
GH019910,1,8,none,140,12587,12448
GH019910,1,9,none,0,994,995
GH019910,1,9,frontal_display,995,1032,38
GH019910,1,9,none,1033,1046,14
GH019910,1,9,lateral_display,1047,1115,69
GH019910,1,9,none,1116,2971,1856
GH019910,1,9,lateral_display,2972,3055,84
GH019910,1,9,none,3056,9108,6053
GH019910,1,9,frontal_display,9109,9167,59
GH019910,1,9,none,9168,10834,1667
GH019910,1,9,frontal_display,10835,10872,38
GH019910,1,9,none,10873,11584,712
GH019910,1,9,frontal_display,11585,11652,68
GH019910,1,9,none,11653,12587,935
GH019910,10,0,none,0,12579,12580
GH019910,10,1,none,0,12579,12580
GH019910,10,11,none,0,12579,12580
GH019910,10,12,none,0,12579,12580
GH019910,10,13,none,0,12579,12580
GH019910,10,14,none,0,12579,12580
GH019910,10,2,none,0,12579,12580
GH019910,10,3,none,0,12579,12580
GH019910,10,4,none,0,12579,12580
GH019910,10,5,none,0,12579,12580
GH019910,10,6,none,0,12579,12580
GH019910,10,7,none,0,12579,12580
GH019910,10,8,none,0,12579,12580
GH019910,10,9,none,0,12579,12580
GH019910,11,0,none,0,12587,12588
GH019910,11,1,none,0,12587,12588
GH019910,11,10,none,0,12579,12580
GH019910,11,12,none,0,288,289
GH019910,11,12,quiver,289,351,63
GH019910,11,12,none,352,2896,2545
GH019910,11,12,quiver,2897,2972,76
GH019910,11,12,none,2973,4979,2007
GH019910,11,12,quiver,4980,5062,83
GH019910,11,12,none,5063,7323,2261
GH019910,11,12,quiver,7324,7382,59
GH019910,11,12,none,7383,7386,4
GH019910,11,12,frontal_display,7387,7457,71
GH019910,11,12,none,7458,12587,5130
GH019910,11,13,none,0,12587,12588
GH019910,11,14,none,0,12587,12588
GH019910,11,2,none,0,12587,12588
GH019910,11,3,none,0,12587,12588
GH019910,11,4,none,0,12587,12588
GH019910,11,5,none,0,12587,12588
GH019910,11,6,none,0,12587,12588
GH019910,11,7,none,0,12587,12588
GH019910,11,8,none,0,12587,12588
GH019910,11,9,none,0,834,835
GH019910,11,9,frontal_display,835,880,46
GH019910,11,9,none,881,12587,11707
GH019910,12,0,none,0,706,707
GH019910,12,0,dart_bite,707,737,31
GH019910,12,0,none,738,12587,11850
GH019910,12,1,none,0,12587,12588
GH019910,12,10,none,0,12579,12580
GH019910,12,11,none,0,251,252
GH019910,12,11,frontal_display,252,335,84
GH019910,12,11,none,336,2859,2524
GH019910,12,11,dart_bite,2860,2887,28
GH019910,12,11,none,2888,7281,4394
GH019910,12,11,frontal_display,7282,7410,129
GH019910,12,11,none,7411,12587,5177
GH019910,12,13,none,0,4464,4465
GH019910,12,13,approach,4465,4502,38
GH019910,12,13,none,4503,12587,8085
GH019910,12,14,none,0,12587,12588
GH019910,12,2,none,0,1941,1942
GH019910,12,2,chase,1942,1980,39
GH019910,12,2,none,1981,2539,559
GH019910,12,2,approach,2540,2592,53
GH019910,12,2,none,2593,3199,607
GH019910,12,2,approach,3200,3250,51
GH019910,12,2,none,3251,3471,221
GH019910,12,2,dart_bite,3472,3510,39
GH019910,12,2,none,3511,4221,711
GH019910,12,2,dart_bite,4222,4260,39
GH019910,12,2,none,4261,4326,66
GH019910,12,2,dart_bite,4327,4380,54
GH019910,12,2,none,4381,5296,916
GH019910,12,2,chase,5297,5357,61
GH019910,12,2,none,5358,5369,12
GH019910,12,2,chase,5370,5440,71
GH019910,12,2,none,5441,5811,371
GH019910,12,2,dart_bite,5812,5850,39
GH019910,12,2,chase,5851,5897,47
GH019910,12,2,none,5898,5941,44
GH019910,12,2,chase,5942,6010,69
GH019910,12,2,none,6011,6024,14
GH019910,12,2,dart_bite,6025,6070,46
GH019910,12,2,none,6071,10374,4304
GH019910,12,2,approach,10375,10420,46
GH019910,12,2,none,10421,10926,506
GH019910,12,2,chase,10927,10965,39
GH019910,12,2,none,10966,11024,59
GH019910,12,2,chase,11025,11100,76
GH019910,12,2,none,11101,12396,1296
GH019910,12,2,chase,12397,12465,69
GH019910,12,2,none,12466,12587,122
GH019910,12,3,none,0,12587,12588
GH019910,12,4,none,0,12587,12588
GH019910,12,5,none,0,7524,7525
GH019910,12,5,dart_bite,7525,7570,46
GH019910,12,5,none,7571,12587,5017
GH019910,12,6,none,0,12587,12588
GH019910,12,7,none,0,12587,12588
GH019910,12,8,none,0,5744,5745
GH019910,12,8,chase,5745,5782,38
GH019910,12,8,none,5783,12587,6805
GH019910,12,9,none,0,12587,12588
GH019910,13,0,none,0,12587,12588
GH019910,13,1,none,0,12587,12588
GH019910,13,10,none,0,12579,12580
GH019910,13,11,none,0,12587,12588
GH019910,13,12,none,0,12587,12588
GH019910,13,14,none,0,2676,2677
GH019910,13,14,frontal_display,2677,2715,39
GH019910,13,14,none,2716,4841,2126
GH019910,13,14,frontal_display,4842,4880,39
GH019910,13,14,none,4881,6661,1781
GH019910,13,14,frontal_display,6662,6699,38
GH019910,13,14,dart_bite,6700,6730,31
GH019910,13,14,none,6731,9811,3081
GH019910,13,14,frontal_display,9812,9872,61
GH019910,13,14,none,9873,9896,24
GH019910,13,14,frontal_display,9897,9942,46
GH019910,13,14,none,9943,12587,2645
GH019910,13,2,none,0,2021,2022
GH019910,13,2,frontal_display,2022,2145,124
GH019910,13,2,none,2146,7956,5811
GH019910,13,2,dart_bite,7957,7987,31
GH019910,13,2,none,7988,7989,2
GH019910,13,2,frontal_display,7990,8070,81
GH019910,13,2,none,8071,8074,4
GH019910,13,2,frontal_display,8075,8107,33
GH019910,13,2,none,8108,8471,364
GH019910,13,2,frontal_display,8472,8530,59
GH019910,13,2,none,8531,10374,1844
GH019910,13,2,frontal_display,10375,10420,46
GH019910,13,2,none,10421,11396,976
GH019910,13,2,dart_bite,11397,11442,46
GH019910,13,2,none,11443,11856,414
GH019910,13,2,frontal_display,11857,11917,61
GH019910,13,2,none,11918,12587,670
GH019910,13,3,none,0,12587,12588
GH019910,13,4,none,0,12587,12588
GH019910,13,5,none,0,12587,12588
GH019910,13,6,none,0,12587,12588
GH019910,13,7,none,0,12587,12588
GH019910,13,8,none,0,494,495
GH019910,13,8,frontal_display,495,540,46
GH019910,13,8,none,541,3591,3051
GH019910,13,8,dart_bite,3592,3627,36
GH019910,13,8,none,3628,3639,12
GH019910,13,8,frontal_display,3640,3745,106
GH019910,13,8,none,3746,12587,8842
GH019910,13,9,none,0,12587,12588
GH019910,14,0,none,0,12587,12588
GH019910,14,1,none,0,12587,12588
GH019910,14,10,none,0,12579,12580
GH019910,14,11,none,0,12587,12588
GH019910,14,12,none,0,12587,12588
GH019910,14,13,none,0,2626,2627
GH019910,14,13,frontal_display,2627,2670,44
GH019910,14,13,none,2671,3896,1226
GH019910,14,13,dart_bite,3897,3949,53
GH019910,14,13,none,3950,4819,870
GH019910,14,13,frontal_display,4820,4847,28
GH019910,14,13,none,4848,12587,7740
GH019910,14,2,none,0,640,641
GH019910,14,2,dart_bite,641,684,44
GH019910,14,2,none,685,774,90
GH019910,14,2,dart_bite,775,809,35
GH019910,14,2,none,810,856,47
GH019910,14,2,dart_bite,857,897,41
GH019910,14,2,none,898,909,12
GH019910,14,2,dart_bite,910,945,36
GH019910,14,2,none,946,1016,71
GH019910,14,2,dart_bite,1017,1085,69
GH019910,14,2,frontal_display,1086,1119,34
GH019910,14,2,none,1120,4374,3255
GH019910,14,2,frontal_display,4375,4435,61
GH019910,14,2,none,4436,5091,656
GH019910,14,2,dart_bite,5092,5137,46
GH019910,14,2,none,5138,6054,917
GH019910,14,2,frontal_display,6055,6095,41
GH019910,14,2,none,6096,7061,966
GH019910,14,2,dart_bite,7062,7092,31
GH019910,14,2,none,7093,7699,607
GH019910,14,2,dart_bite,7700,7733,34
GH019910,14,2,none,7734,7744,11
GH019910,14,2,dart_bite,7745,7775,31
GH019910,14,2,none,7776,7776,1
GH019910,14,2,dart_bite,7777,7815,39
GH019910,14,2,none,7816,7826,11
GH019910,14,2,dart_bite,7827,7865,39
GH019910,14,2,none,7866,7889,24
GH019910,14,2,dart_bite,7890,7930,41
GH019910,14,2,none,7931,8139,209
GH019910,14,2,dart_bite,8140,8177,38
GH019910,14,2,none,8178,8341,164
GH019910,14,2,dart_bite,8342,8372,31
GH019910,14,2,none,8373,8396,24
GH019910,14,2,dart_bite,8397,8450,54
GH019910,14,2,none,8451,8464,14
GH019910,14,2,dart_bite,8465,8495,31
GH019910,14,2,none,8496,8744,249
GH019910,14,2,chase,8745,8788,44
GH019910,14,2,none,8789,8849,61
GH019910,14,2,dart_bite,8850,8902,53
GH019910,14,2,none,8903,11461,2559
GH019910,14,2,dart_bite,11462,11502,41
GH019910,14,2,none,11503,12587,1085
GH019910,14,3,none,0,12587,12588
GH019910,14,4,none,0,2964,2965
GH019910,14,4,dart_bite,2965,3040,76
GH019910,14,4,none,3041,3046,6
GH019910,14,4,dart_bite,3047,3122,76
GH019910,14,4,none,3123,11289,8167
GH019910,14,4,dart_bite,11290,11357,68
GH019910,14,4,none,11358,11684,327
GH019910,14,4,frontal_display,11685,11745,61
GH019910,14,4,none,11746,12587,842
GH019910,14,5,none,0,2244,2245
GH019910,14,5,frontal_display,2245,2296,52
GH019910,14,5,dart_bite,2297,2335,39
GH019910,14,5,none,2336,12587,10252
GH019910,14,6,none,0,7994,7995
GH019910,14,6,dart_bite,7995,8085,91
GH019910,14,6,none,8086,12587,4502
GH019910,14,7,none,0,6924,6925
GH019910,14,7,frontal_display,6925,6949,25
GH019910,14,7,chase,6950,6987,38
GH019910,14,7,none,6988,12587,5600
GH019910,14,8,none,0,12587,12588
GH019910,14,9,none,0,12587,12588
GH019910,2,0,none,0,12587,12588
GH019910,2,1,none,0,12587,12588
GH019910,2,10,none,0,12579,12580
GH019910,2,11,none,0,12587,12588
GH019910,2,12,none,0,2569,2570
GH019910,2,12,quiver,2570,2607,38
GH019910,2,12,none,2608,9519,6912
GH019910,2,12,lateral_display,9520,9580,61
GH019910,2,12,none,9581,10949,1369
GH019910,2,12,frontal_display,10950,10980,31
GH019910,2,12,none,10981,12587,1607
GH019910,2,13,none,0,2039,2040
GH019910,2,13,frontal_display,2040,2082,43
GH019910,2,13,none,2083,2124,42
GH019910,2,13,frontal_display,2125,2207,83
GH019910,2,13,none,2208,8061,5854
GH019910,2,13,frontal_display,8062,8122,61
GH019910,2,13,none,8123,12587,4465
GH019910,2,14,none,0,639,640
GH019910,2,14,quiver,640,737,98
GH019910,2,14,none,738,911,174
GH019910,2,14,quiver,912,972,61
GH019910,2,14,none,973,1109,137
GH019910,2,14,frontal_display,1110,1140,31
GH019910,2,14,none,1141,4420,3280
GH019910,2,14,frontal_display,4421,4460,40
GH019910,2,14,none,4461,7851,3391
GH019910,2,14,lateral_display,7852,7899,48
GH019910,2,14,none,7900,8411,512
GH019910,2,14,quiver,8412,8465,54
GH019910,2,14,none,8466,12587,4122
GH019910,2,3,none,0,12587,12588
GH019910,2,4,none,0,12587,12588
GH019910,2,5,none,0,12587,12588
GH019910,2,6,none,0,12587,12588
GH019910,2,7,none,0,12587,12588
GH019910,2,8,none,0,12587,12588
GH019910,2,9,none,0,12587,12588
GH019910,3,0,none,0,12587,12588
GH019910,3,1,none,0,12587,12588
GH019910,3,10,none,0,12579,12580
GH019910,3,11,none,0,12587,12588
GH019910,3,12,none,0,12587,12588
GH019910,3,13,none,0,12587,12588
GH019910,3,14,none,0,12587,12588
GH019910,3,2,none,0,12587,12588
GH019910,3,4,none,0,12587,12588
GH019910,3,5,none,0,12587,12588
GH019910,3,6,none,0,12587,12588
GH019910,3,7,none,0,12587,12588
GH019910,3,8,none,0,12587,12588
GH019910,3,9,none,0,12587,12588
GH019910,4,0,none,0,12587,12588
GH019910,4,1,none,0,12587,12588
GH019910,4,10,none,0,12579,12580
GH019910,4,11,none,0,12587,12588
GH019910,4,12,none,0,12587,12588
GH019910,4,13,none,0,12587,12588
GH019910,4,14,none,0,3016,3017
GH019910,4,14,frontal_display,3017,3055,39
GH019910,4,14,none,3056,3114,59
GH019910,4,14,frontal_display,3115,3162,48
GH019910,4,14,none,3163,11379,8217
GH019910,4,14,frontal_display,11380,11422,43
GH019910,4,14,none,11423,11729,307
GH019910,4,14,frontal_display,11730,11872,143
GH019910,4,14,none,11873,12587,715
GH019910,4,2,none,0,12587,12588
GH019910,4,3,none,0,12587,12588
GH019910,4,5,none,0,12587,12588
GH019910,4,6,none,0,3189,3190
GH019910,4,6,frontal_display,3190,3245,56
GH019910,4,6,none,3246,7389,4144
GH019910,4,6,lateral_display,7390,7440,51
GH019910,4,6,none,7441,8554,1114
GH019910,4,6,frontal_display,8555,8615,61
GH019910,4,6,none,8616,8616,1
GH019910,4,6,frontal_display,8617,8662,46
GH019910,4,6,none,8663,12587,3925
GH019910,4,7,none,0,1744,1745
GH019910,4,7,frontal_display,1745,1790,46
GH019910,4,7,lateral_display,1791,1887,97
GH019910,4,7,none,1888,12587,10700
GH019910,4,8,none,0,12587,12588
GH019910,4,9,none,0,12587,12588
GH019910,5,0,none,0,12587,12588
GH019910,5,1,none,0,12587,12588
GH019910,5,10,none,0,12579,12580
GH019910,5,11,none,0,12587,12588
GH019910,5,12,none,0,7554,7555
GH019910,5,12,quiver,7555,7607,53
GH019910,5,12,none,7608,12587,4980
GH019910,5,13,none,0,12587,12588
GH019910,5,14,none,0,12587,12588
GH019910,5,2,none,0,12587,12588
GH019910,5,3,none,0,12587,12588
GH019910,5,4,none,0,7039,7040
GH019910,5,4,approach,7040,7108,69
GH019910,5,4,none,7109,12587,5479
GH019910,5,6,none,0,9074,9075
GH019910,5,6,frontal_display,9075,9115,41
GH019910,5,6,none,9116,12587,3472
GH019910,5,7,none,0,2413,2414
GH019910,5,7,frontal_display,2414,2465,52
GH019910,5,7,none,2466,4986,2521
GH019910,5,7,frontal_display,4987,5047,61
GH019910,5,7,none,5048,9699,4652
GH019910,5,7,frontal_display,9700,9752,53
GH019910,5,7,none,9753,12587,2835
GH019910,5,8,none,0,12587,12588
GH019910,5,9,none,0,12587,12588
GH019910,6,0,none,0,244,245
GH019910,6,0,frontal_display,245,297,53
GH019910,6,0,none,298,1576,1279
GH019910,6,0,frontal_display,1577,1634,58
GH019910,6,0,none,1635,1681,47
GH019910,6,0,frontal_display,1682,1745,64
GH019910,6,0,none,1746,1759,14
GH019910,6,0,frontal_display,1760,1817,58
GH019910,6,0,none,1818,1819,2
GH019910,6,0,frontal_display,1820,1865,46
GH019910,6,0,none,1866,7539,5674
GH019910,6,0,approach,7540,7600,61
GH019910,6,0,none,7601,9501,1901
GH019910,6,0,frontal_display,9502,9562,61
GH019910,6,0,none,9563,10804,1242
GH019910,6,0,frontal_display,10805,10860,56
GH019910,6,0,none,10861,10971,111
GH019910,6,0,frontal_display,10972,11040,69
GH019910,6,0,none,11041,12587,1547
GH019910,6,1,none,0,12587,12588
GH019910,6,10,none,0,5684,5685
GH019910,6,10,frontal_display,5685,5715,31
GH019910,6,10,none,5716,12579,6864
GH019910,6,11,none,0,12587,12588
GH019910,6,12,none,0,12587,12588
GH019910,6,13,none,0,12587,12588
GH019910,6,14,none,0,12587,12588
GH019910,6,2,none,0,12587,12588
GH019910,6,3,none,0,12587,12588
GH019910,6,4,none,0,7374,7375
GH019910,6,4,lateral_display,7375,7442,68
GH019910,6,4,none,7443,8594,1152
GH019910,6,4,frontal_display,8595,8628,34
GH019910,6,4,none,8629,12587,3959
GH019910,6,5,none,0,7061,7062
GH019910,6,5,frontal_display,7062,7095,34
GH019910,6,5,none,7096,7154,59
GH019910,6,5,frontal_display,7155,7207,53
GH019910,6,5,none,7208,7631,424
GH019910,6,5,frontal_display,7632,7652,21
GH019910,6,5,none,7653,8971,1319
GH019910,6,5,dart_bite,8972,9040,69
GH019910,6,5,none,9041,9054,14
GH019910,6,5,frontal_display,9055,9080,26
GH019910,6,5,none,9081,12587,3507
GH019910,6,7,none,0,8146,8147
GH019910,6,7,quiver,8147,8237,91
GH019910,6,7,none,8238,9126,889
GH019910,6,7,frontal_display,9127,9163,37
GH019910,6,7,none,9164,12139,2976
GH019910,6,7,frontal_display,12140,12185,46
GH019910,6,7,none,12186,12221,36
GH019910,6,7,dart_bite,12222,12252,31
GH019910,6,7,none,12253,12274,22
GH019910,6,7,frontal_display,12275,12350,76
GH019910,6,7,none,12351,12359,9
GH019910,6,7,frontal_display,12360,12417,58
GH019910,6,7,none,12418,12587,170
GH019910,6,8,none,0,1084,1085
GH019910,6,8,frontal_display,1085,1115,31
GH019910,6,8,none,1116,12587,11472
GH019910,6,9,none,0,12587,12588
GH019910,7,0,none,0,12587,12588
GH019910,7,1,none,0,12587,12588
GH019910,7,10,none,0,12579,12580
GH019910,7,11,none,0,12587,12588
GH019910,7,12,none,0,12587,12588
GH019910,7,13,none,0,12587,12588
GH019910,7,14,none,0,12587,12588
GH019910,7,2,none,0,12587,12588
GH019910,7,3,none,0,12587,12588
GH019910,7,4,none,0,1646,1647
GH019910,7,4,frontal_display,1647,1707,61
GH019910,7,4,none,1708,1751,44
GH019910,7,4,lateral_display,1752,1880,129
GH019910,7,4,none,1881,12587,10707
GH019910,7,5,none,0,1464,1465
GH019910,7,5,frontal_display,1465,1532,68
GH019910,7,5,none,1533,3591,2059
GH019910,7,5,lateral_display,3592,3675,84
GH019910,7,5,none,3676,5057,1382
GH019910,7,5,frontal_display,5058,5107,50
GH019910,7,5,none,5108,7046,1939
GH019910,7,5,frontal_display,7047,7051,5
GH019910,7,5,none,7052,12587,5536
GH019910,7,6,none,0,2236,2237
GH019910,7,6,frontal_display,2237,2297,61
GH019910,7,6,none,2298,3494,1197
GH019910,7,6,frontal_display,3495,3547,53
GH019910,7,6,none,3548,7156,3609
GH019910,7,6,lateral_display,7157,7255,99
GH019910,7,6,none,7256,9035,1780
GH019910,7,6,frontal_display,9036,9136,101
GH019910,7,6,none,9137,12161,3025
GH019910,7,6,frontal_display,12162,12240,79
GH019910,7,6,none,12241,12289,49
GH019910,7,6,lateral_display,12290,12349,60
GH019910,7,6,frontal_display,12350,12387,38
GH019910,7,6,none,12388,12587,200
GH019910,7,8,none,0,12587,12588
GH019910,7,9,none,0,12587,12588
GH019910,8,0,none,0,12587,12588
GH019910,8,1,none,0,12587,12588
GH019910,8,10,none,0,12579,12580
GH019910,8,11,none,0,12587,12588
GH019910,8,12,none,0,5776,5777
GH019910,8,12,quiver,5777,5812,36
GH019910,8,12,none,5813,12587,6775
GH019910,8,13,none,0,3626,3627
GH019910,8,13,frontal_display,3627,3653,27
GH019910,8,13,none,3654,3654,1
GH019910,8,13,frontal_display,3655,3688,34
GH019910,8,13,none,3689,12587,8899
GH019910,8,14,none,0,6634,6635
GH019910,8,14,frontal_display,6635,6685,51
GH019910,8,14,none,6686,12587,5902
GH019910,8,2,none,0,12587,12588
GH019910,8,3,none,0,1274,1275
GH019910,8,3,lateral_display,1275,1342,68
GH019910,8,3,none,1343,1419,77
GH019910,8,3,frontal_display,1420,1472,53
GH019910,8,3,none,1473,2229,757
GH019910,8,3,frontal_display,2230,2281,52
GH019910,8,3,dart_bite,2282,2312,31
GH019910,8,3,none,2313,12587,10275
GH019910,8,4,none,0,12587,12588
GH019910,8,5,none,0,12587,12588
GH019910,8,6,none,0,12587,12588
GH019910,8,7,none,0,12587,12588
GH019910,8,9,none,0,12587,12588
GH019910,9,0,none,0,4866,4867
GH019910,9,0,frontal_display,4867,4900,34
GH019910,9,0,none,4901,4904,4
GH019910,9,0,lateral_display,4905,4987,83
GH019910,9,0,none,4988,12587,7600
GH019910,9,1,none,0,1004,1005
GH019910,9,1,lateral_display,1005,1080,76
GH019910,9,1,none,1081,2980,1900
GH019910,9,1,lateral_display,2981,3067,87
GH019910,9,1,none,3068,11546,8479
GH019910,9,1,dart_bite,11547,11588,42
GH019910,9,1,none,11589,11591,3
GH019910,9,1,lateral_display,11592,11652,61
GH019910,9,1,none,11653,12587,935
GH019910,9,10,none,0,12579,12580
GH019910,9,11,none,0,12587,12588
GH019910,9,12,none,0,12587,12588
GH019910,9,13,none,0,12587,12588
GH019910,9,14,none,0,12587,12588
GH019910,9,2,none,0,12587,12588
GH019910,9,3,none,0,3449,3450
GH019910,9,3,frontal_display,3450,3495,46
GH019910,9,3,none,3496,3501,6
GH019910,9,3,dart_bite,3502,3612,111
GH019910,9,3,none,3613,12587,8975
GH019910,9,4,none,0,12587,12588
GH019910,9,5,none,0,12587,12588
GH019910,9,6,none,0,12587,12588
GH019910,9,7,none,0,12587,12588
GH019910,9,8,none,0,12587,12588
GH030423,0,1,none,0,7180,7181
GH030423,0,10,none,0,7180,7181
GH030423,0,11,none,0,814,815
GH030423,0,11,approach,815,825,11
GH030423,0,11,frontal_display,826,922,97
GH030423,0,11,none,923,2176,1254
GH030423,0,11,approach,2177,2237,61
GH030423,0,11,none,2238,3586,1349
GH030423,0,11,frontal_display,3587,3632,46
GH030423,0,11,none,3633,5478,1846
GH030423,0,11,frontal_display,5479,5554,76
GH030423,0,11,none,5555,7180,1626
GH030423,0,12,none,0,7180,7181
GH030423,0,13,none,0,721,722
GH030423,0,13,frontal_display,722,797,76
GH030423,0,13,none,798,7180,6383
GH030423,0,14,none,0,7180,7181
GH030423,0,2,none,0,7180,7181
GH030423,0,3,none,0,7180,7181
GH030423,0,4,none,0,7180,7181
GH030423,0,5,none,0,7180,7181
GH030423,0,6,none,0,7180,7181
GH030423,0,7,none,0,3691,3692
GH030423,0,7,frontal_display,3692,3744,53
GH030423,0,7,none,3745,4821,1077
GH030423,0,7,dart_bite,4822,4845,24
GH030423,0,7,none,4846,4859,14
GH030423,0,7,lateral_display,4860,4912,53
GH030423,0,7,none,4913,7180,2268
GH030423,0,8,none,0,4308,4309
GH030423,0,8,chase,4309,4333,25
GH030423,0,8,none,4334,7180,2847
GH030423,0,9,none,0,7180,7181
GH030423,1,0,none,0,7180,7181
GH030423,1,10,none,0,7192,7193
GH030423,1,11,none,0,3381,3382
GH030423,1,11,quiver,3382,3427,46
GH030423,1,11,none,3428,7192,3765
GH030423,1,12,none,0,7192,7193
GH030423,1,13,none,0,7192,7193
GH030423,1,14,none,0,7192,7193
GH030423,1,2,none,0,7192,7193
GH030423,1,3,none,0,7192,7193
GH030423,1,4,none,0,7192,7193
GH030423,1,5,none,0,7192,7193
GH030423,1,6,none,0,7192,7193
GH030423,1,7,none,0,7192,7193
GH030423,1,8,none,0,7192,7193
GH030423,1,9,none,0,7192,7193
GH030423,10,0,none,0,7180,7181
GH030423,10,1,none,0,7192,7193
GH030423,10,11,none,0,7192,7193
GH030423,10,12,none,0,7192,7193
GH030423,10,13,none,0,7192,7193
GH030423,10,14,none,0,4769,4770
GH030423,10,14,frontal_display,4770,4822,53
GH030423,10,14,none,4823,6411,1589
GH030423,10,14,quiver,6412,6449,38
GH030423,10,14,none,6450,6859,410
GH030423,10,14,frontal_display,6860,6900,41
GH030423,10,14,none,6901,7192,292
GH030423,10,2,none,0,7192,7193
GH030423,10,3,none,0,1374,1375
GH030423,10,3,lateral_display,1375,1439,65
GH030423,10,3,none,1440,7192,5753
GH030423,10,4,none,0,7192,7193
GH030423,10,5,none,0,6221,6222
GH030423,10,5,chase,6222,6261,40
GH030423,10,5,none,6262,6268,7
GH030423,10,5,chase,6269,6277,9
GH030423,10,5,none,6278,7192,915
GH030423,10,6,none,0,7192,7193
GH030423,10,7,none,0,7192,7193
GH030423,10,8,none,0,7192,7193
GH030423,10,9,none,0,7192,7193
GH030423,11,0,none,0,3493,3494
GH030423,11,0,approach,3494,3598,105
GH030423,11,0,none,3599,5411,1813
GH030423,11,0,approach,5412,5423,12
GH030423,11,0,frontal_display,5424,5490,67
GH030423,11,0,none,5491,7180,1690
GH030423,11,1,none,0,7192,7193
GH030423,11,10,none,0,7192,7193
GH030423,11,12,none,0,7192,7193
GH030423,11,13,none,0,3002,3003
GH030423,11,13,chase,3003,3050,48
GH030423,11,13,none,3051,3093,43
GH030423,11,13,chase,3094,3139,46
GH030423,11,13,none,3140,5563,2424
GH030423,11,13,frontal_display,5564,5606,43
GH030423,11,13,none,5607,5616,10
GH030423,11,13,chase,5617,5662,46
GH030423,11,13,none,5663,7192,1530
GH030423,11,14,none,0,2358,2359
GH030423,11,14,approach,2359,2419,61
GH030423,11,14,none,2420,7192,4773
GH030423,11,2,none,0,2556,2557
GH030423,11,2,frontal_display,2557,2617,61
GH030423,11,2,none,2618,4971,2354
GH030423,11,2,approach,4972,5004,33
GH030423,11,2,none,5005,5045,41
GH030423,11,2,approach,5046,5047,2
GH030423,11,2,none,5048,7192,2145
GH030423,11,3,none,0,2941,2942
GH030423,11,3,chase,2942,3002,61
GH030423,11,3,none,3003,5728,2726
GH030423,11,3,chase,5729,5789,61
GH030423,11,3,none,5790,7192,1403
GH030423,11,4,none,0,7192,7193
GH030423,11,5,none,0,71,72
GH030423,11,5,frontal_display,72,102,31
GH030423,11,5,none,103,7192,7090
GH030423,11,6,none,0,977,978
GH030423,11,6,approach,978,1077,100
GH030423,11,6,none,1078,3610,2533
GH030423,11,6,chase,3611,3621,11
GH030423,11,6,none,3622,3648,27
GH030423,11,6,chase,3649,3649,1
GH030423,11,6,none,3650,3682,33
GH030423,11,6,chase,3683,3699,17
GH030423,11,6,none,3700,4095,396
GH030423,11,6,chase,4096,4146,51
GH030423,11,6,none,4147,4321,175
GH030423,11,6,chase,4322,4348,27
GH030423,11,6,none,4349,4383,35
GH030423,11,6,chase,4384,4421,38
GH030423,11,6,none,4422,4441,20
GH030423,11,6,chase,4442,4464,23
GH030423,11,6,none,4465,4482,18
GH030423,11,6,chase,4483,4539,57
GH030423,11,6,none,4540,7192,2653
GH030423,11,7,none,0,3649,3650
GH030423,11,7,frontal_display,3650,3682,33
GH030423,11,7,none,3683,4146,464
GH030423,11,7,frontal_display,4147,4174,28
GH030423,11,7,none,4175,4698,524
GH030423,11,7,chase,4699,4782,84
GH030423,11,7,none,4783,4784,2
GH030423,11,7,chase,4785,4837,53
GH030423,11,7,none,4838,7192,2355
GH030423,11,8,none,0,2748,2749
GH030423,11,8,approach,2749,2804,56
GH030423,11,8,none,2805,7192,4388
GH030423,11,9,none,0,7192,7193
GH030423,12,0,none,0,7180,7181
GH030423,12,1,none,0,7192,7193
GH030423,12,10,none,0,7192,7193
GH030423,12,11,none,0,7192,7193
GH030423,12,13,none,0,7192,7193
GH030423,12,14,none,0,7192,7193
GH030423,12,2,none,0,940,941
GH030423,12,2,frontal_display,941,1051,111
GH030423,12,2,none,1052,5343,4292
GH030423,12,2,frontal_display,5344,5382,39
GH030423,12,2,none,5383,5388,6
GH030423,12,2,frontal_display,5389,5418,30
GH030423,12,2,none,5419,5421,3
GH030423,12,2,frontal_display,5422,5472,51
GH030423,12,2,none,5473,5481,9
GH030423,12,2,frontal_display,5482,5539,58
GH030423,12,2,none,5540,7192,1653
GH030423,12,3,none,0,7192,7193
GH030423,12,4,none,0,7192,7193
GH030423,12,5,none,0,7192,7193
GH030423,12,6,none,0,2165,2166
GH030423,12,6,frontal_display,2166,2221,56
GH030423,12,6,lateral_display,2222,2308,87
GH030423,12,6,none,2309,4269,1961
GH030423,12,6,dart_bite,4270,4297,28
GH030423,12,6,none,4298,4811,514
GH030423,12,6,frontal_display,4812,4860,49
GH030423,12,6,none,4861,4971,111
GH030423,12,6,approach,4972,5054,83
GH030423,12,6,none,5055,5926,872
GH030423,12,6,dart_bite,5927,5972,46
GH030423,12,6,none,5973,7192,1220
GH030423,12,7,none,0,2564,2565
GH030423,12,7,quiver,2565,2602,38
GH030423,12,7,none,2603,7192,4590
GH030423,12,8,none,0,7192,7193
GH030423,12,9,none,0,7192,7193
GH030423,13,0,none,0,766,767
GH030423,13,0,lateral_display,767,815,49
GH030423,13,0,none,816,7180,6365
