group,actor,recipient,category,start,stop
31,resident,intruder,none,0,0
31,resident,intruder,investigation,1,91
31,resident,intruder,none,92,108
31,resident,intruder,investigation,109,711
31,resident,intruder,none,712,756
31,resident,intruder,investigation,757,825
31,resident,intruder,none,826,970
31,resident,intruder,investigation,971,985
31,resident,intruder,mount,986,1053
31,resident,intruder,investigation,1054,1072
31,resident,intruder,none,1073,1093
31,resident,intruder,investigation,1094,1199
31,resident,intruder,none,1200,1335
31,resident,intruder,investigation,1336,1358
31,resident,intruder,mount,1359,1481
31,resident,intruder,none,1482,1515
31,resident,intruder,investigation,1516,1649
31,resident,intruder,none,1650,1695
31,resident,intruder,investigation,1696,1718
31,resident,intruder,none,1719,1857
31,resident,intruder,investigation,1858,1895
31,resident,intruder,none,1896,1902
31,resident,intruder,investigation,1903,1939
31,resident,intruder,none,1940,2527
31,resident,intruder,investigation,2528,2645
31,resident,intruder,none,2646,2911
31,resident,intruder,investigation,2912,3082
31,resident,intruder,mount,3083,3142
31,resident,intruder,none,3143,3425
31,resident,intruder,investigation,3426,3431
31,resident,intruder,none,3432,3457
31,resident,intruder,investigation,3458,3477
31,resident,intruder,none,3478,3562
31,resident,intruder,investigation,3563,3588
31,resident,intruder,mount,3589,3645
31,resident,intruder,none,3646,3760
31,resident,intruder,investigation,3761,3769
31,resident,intruder,none,3770,3950
31,resident,intruder,investigation,3951,3977
31,resident,intruder,none,3978,4052
31,resident,intruder,investigation,4053,4099
31,resident,intruder,none,4100,4123
31,resident,intruder,investigation,4124,4129
31,resident,intruder,none,4130,4447
31,resident,intruder,investigation,4448,4459
31,resident,intruder,mount,4460,4552
31,resident,intruder,none,4553,4962
31,resident,intruder,investigation,4963,4974
31,resident,intruder,none,4975,5522
31,resident,intruder,investigation,5523,5545
31,resident,intruder,mount,5546,5599
31,resident,intruder,none,5600,5762
32,intruder,resident,none,0,2496
32,resident,intruder,none,0,0
32,resident,intruder,investigation,1,5
32,resident,intruder,none,6,47
32,resident,intruder,investigation,48,84
32,resident,intruder,none,85,229
32,resident,intruder,investigation,230,257
32,resident,intruder,none,258,699
32,resident,intruder,investigation,700,706
32,resident,intruder,none,707,808
32,resident,intruder,investigation,809,847
32,resident,intruder,mount,848,1001
32,resident,intruder,none,1002,1231
32,resident,intruder,investigation,1232,1243
32,resident,intruder,none,1244,1273
32,resident,intruder,investigation,1274,1288
32,resident,intruder,none,1289,1535
32,resident,intruder,investigation,1536,1549
32,resident,intruder,mount,1550,1824
32,resident,intruder,none,1825,1965
32,resident,intruder,investigation,1966,1982
32,resident,intruder,mount,1983,2496
33,intruder,resident,none,0,1061
33,resident,intruder,none,0,0
33,resident,intruder,mount,1,22
33,resident,intruder,attack,23,163
33,resident,intruder,none,164,172
33,resident,intruder,attack,173,230
33,resident,intruder,mount,231,254
33,resident,intruder,attack,255,269
33,resident,intruder,none,270,276
33,resident,intruder,attack,277,444
33,resident,intruder,none,445,536
33,resident,intruder,attack,537,802
33,resident,intruder,investigation,803,840
33,resident,intruder,attack,841,1061
34,intruder,resident,none,0,4878
34,resident,intruder,none,0,339
34,resident,intruder,investigation,340,470
34,resident,intruder,none,471,756
34,resident,intruder,investigation,757,764
34,resident,intruder,none,765,1194
34,resident,intruder,investigation,1195,1239
34,resident,intruder,none,1240,1320
34,resident,intruder,investigation,1321,1333
34,resident,intruder,none,1334,1581
34,resident,intruder,investigation,1582,1593
34,resident,intruder,none,1594,1946
34,resident,intruder,investigation,1947,1956
34,resident,intruder,none,1957,2523
34,resident,intruder,investigation,2524,2558
34,resident,intruder,mount,2559,2630
34,resident,intruder,none,2631,3078
34,resident,intruder,investigation,3079,3095
34,resident,intruder,none,3096,3206
34,resident,intruder,investigation,3207,3222
34,resident,intruder,mount,3223,3261
34,resident,intruder,none,3262,3470
34,resident,intruder,investigation,3471,3480
34,resident,intruder,none,3481,3990
34,resident,intruder,investigation,3991,4009
34,resident,intruder,mount,4010,4063
34,resident,intruder,none,4064,4076
34,resident,intruder,investigation,4077,4120
34,resident,intruder,none,4121,4220
34,resident,intruder,investigation,4221,4232
34,resident,intruder,none,4233,4867
34,resident,intruder,investigation,4868,4875
34,resident,intruder,none,4876,4878
35,intruder,resident,none,0,95
35,resident,intruder,none,0,38
35,resident,intruder,attack,39,95
36,intruder,resident,none,0,5132
36,resident,intruder,none,0,261
36,resident,intruder,investigation,262,284
36,resident,intruder,mount,285,338
36,resident,intruder,none,339,983
36,resident,intruder,investigation,984,1076
36,resident,intruder,mount,1077,1121
36,resident,intruder,none,1122,2805
36,resident,intruder,investigation,2806,2823
36,resident,intruder,none,2824,3682
36,resident,intruder,investigation,3683,3762
36,resident,intruder,none,3763,4844
36,resident,intruder,investigation,4845,4853
36,resident,intruder,none,4854,5132
37,intruder,resident,none,0,2795
37,resident,intruder,none,0,0
37,resident,intruder,investigation,1,85
37,resident,intruder,none,86,111
37,resident,intruder,investigation,112,134
37,resident,intruder,none,135,202
37,resident,intruder,investigation,203,224
37,resident,intruder,mount,225,251
37,resident,intruder,investigation,252,264
37,resident,intruder,mount,265,302
37,resident,intruder,investigation,303,370
37,resident,intruder,mount,371,456
37,resident,intruder,none,457,510
37,resident,intruder,investigation,511,533
37,resident,intruder,mount,534,571
37,resident,intruder,investigation,572,643
37,resident,intruder,mount,644,675
37,resident,intruder,none,676,697
37,resident,intruder,investigation,698,730
37,resident,intruder,none,731,1469
37,resident,intruder,investigation,1470,1490
37,resident,intruder,none,1491,1502
37,resident,intruder,investigation,1503,1521
37,resident,intruder,none,1522,2041
37,resident,intruder,investigation,2042,2048
37,resident,intruder,none,2049,2159
37,resident,intruder,investigation,2160,2170
37,resident,intruder,none,2171,2720
37,resident,intruder,investigation,2721,2749
37,resident,intruder,none,2750,2795
38,intruder,resident,none,0,3187
38,resident,intruder,none,0,74
38,resident,intruder,investigation,75,611
38,resident,intruder,none,612,637
38,resident,intruder,investigation,638,818
38,resident,intruder,none,819,854
38,resident,intruder,investigation,855,898
38,resident,intruder,mount,899,1033
38,resident,intruder,none,1034,1109
38,resident,intruder,investigation,1110,1121
38,resident,intruder,mount,1122,1433
38,resident,intruder,none,1434,1492
38,resident,intruder,investigation,1493,1507
38,resident,intruder,none,1508,1692
38,resident,intruder,investigation,1693,1708
38,resident,intruder,mount,1709,1746
38,resident,intruder,none,1747,1815
38,resident,intruder,investigation,1816,1877
38,resident,intruder,none,1878,1975
38,resident,intruder,investigation,1976,1991
38,resident,intruder,mount,1992,2047
38,resident,intruder,none,2048,2187
38,resident,intruder,investigation,2188,2219
38,resident,intruder,mount,2220,2251
38,resident,intruder,none,2252,2283
38,resident,intruder,investigation,2284,2301
38,resident,intruder,none,2302,2402
38,resident,intruder,investigation,2403,2413
38,resident,intruder,mount,2414,2514
38,resident,intruder,investigation,2515,2550
38,resident,intruder,none,2551,2838
38,resident,intruder,investigation,2839,2948
38,resident,intruder,mount,2949,3020
38,resident,intruder,investigation,3021,3075
38,resident,intruder,mount,3076,3106
38,resident,intruder,investigation,3107,3135
38,resident,intruder,none,3136,3187
39,intruder,resident,none,0,2642
39,resident,intruder,none,0,42
39,resident,intruder,investigation,43,78
39,resident,intruder,mount,79,275
39,resident,intruder,none,276,544
39,resident,intruder,investigation,545,562
39,resident,intruder,mount,563,604
39,resident,intruder,none,605,923
39,resident,intruder,investigation,924,931
39,resident,intruder,mount,932,1011
39,resident,intruder,none,1012,1559
39,resident,intruder,investigation,1560,1573
39,resident,intruder,mount,1574,1628
39,resident,intruder,none,1629,1699
39,resident,intruder,investigation,1700,1708
39,resident,intruder,mount,1709,1756
39,resident,intruder,none,1757,2213
39,resident,intruder,investigation,2214,2223
39,resident,intruder,mount,2224,2268
39,resident,intruder,none,2269,2528
39,resident,intruder,investigation,2529,2540
39,resident,intruder,mount,2541,2642
40,intruder,resident,none,0,1439
40,resident,intruder,none,0,45
40,resident,intruder,investigation,46,74
40,resident,intruder,mount,75,105
40,resident,intruder,investigation,106,203
40,resident,intruder,none,204,248
40,resident,intruder,investigation,249,393
40,resident,intruder,none,394,417
40,resident,intruder,investigation,418,421
40,resident,intruder,none,422,610
40,resident,intruder,investigation,611,620
40,resident,intruder,mount,621,1439
41,intruder,resident,none,0,3350
41,resident,intruder,none,0,0
41,resident,intruder,attack,1,29
41,resident,intruder,investigation,30,55
41,resident,intruder,none,56,107
41,resident,intruder,investigation,108,320
41,resident,intruder,none,321,388
41,resident,intruder,investigation,389,445
41,resident,intruder,none,446,646
41,resident,intruder,investigation,647,810
41,resident,intruder,none,811,1265
41,resident,intruder,investigation,1266,1357
41,resident,intruder,none,1358,1923
41,resident,intruder,investigation,1924,1978
41,resident,intruder,none,1979,2113
41,resident,intruder,investigation,2114,2136
41,resident,intruder,none,2137,2763
41,resident,intruder,investigation,2764,2795
41,resident,intruder,none,2796,2991
41,resident,intruder,investigation,2992,3102
41,resident,intruder,none,3103,3350
42,intruder,resident,none,0,973
42,resident,intruder,none,0,0
42,resident,intruder,mount,1,78
42,resident,intruder,none,79,219
42,resident,intruder,investigation,220,231
42,resident,intruder,mount,232,308
42,resident,intruder,investigation,309,325
42,resident,intruder,none,326,621
42,resident,intruder,investigation,622,647
42,resident,intruder,mount,648,696
42,resident,intruder,none,697,830
42,resident,intruder,investigation,831,838
42,resident,intruder,mount,839,943
42,resident,intruder,none,944,973
43,intruder,resident,none,0,3393
43,resident,intruder,none,0,0
43,resident,intruder,mount,1,53
43,resident,intruder,none,54,313
43,resident,intruder,investigation,314,317
43,resident,intruder,none,318,490
43,resident,intruder,investigation,491,529
43,resident,intruder,mount,530,674
43,resident,intruder,none,675,703
43,resident,intruder,investigation,704,718
43,resident,intruder,none,719,864
43,resident,intruder,investigation,865,891
43,resident,intruder,mount,892,975
43,resident,intruder,investigation,976,1010
43,resident,intruder,mount,1011,1080
43,resident,intruder,none,1081,1427
43,resident,intruder,investigation,1428,1453
43,resident,intruder,mount,1454,1508
43,resident,intruder,none,1509,1570
43,resident,intruder,investigation,1571,1583
43,resident,intruder,mount,1584,1627
43,resident,intruder,investigation,1628,1654
43,resident,intruder,none,1655,1775
43,resident,intruder,investigation,1776,1796
43,resident,intruder,mount,1797,1879
43,resident,intruder,none,1880,1960
43,resident,intruder,investigation,1961,1974
43,resident,intruder,none,1975,2650
43,resident,intruder,investigation,2651,2662
43,resident,intruder,mount,2663,2755
43,resident,intruder,investigation,2756,2767
43,resident,intruder,mount,2768,2790
43,resident,intruder,none,2791,3066
43,resident,intruder,investigation,3067,3077
43,resident,intruder,mount,3078,3135
43,resident,intruder,none,3136,3287
43,resident,intruder,investigation,3288,3341
43,resident,intruder,none,3342,3393
44,intruder,resident,none,0,2712
44,resident,intruder,none,0,0
44,resident,intruder,mount,1,7
44,resident,intruder,investigation,8,37
44,resident,intruder,none,38,50
44,resident,intruder,investigation,51,71
44,resident,intruder,attack,72,131
44,resident,intruder,mount,132,152
44,resident,intruder,none,153,180
44,resident,intruder,investigation,181,193
44,resident,intruder,attack,194,270
44,resident,intruder,none,271,289
44,resident,intruder,investigation,290,336
44,resident,intruder,attack,337,411
44,resident,intruder,none,412,413
44,resident,intruder,investigation,414,454
44,resident,intruder,attack,455,544
44,resident,intruder,none,545,553
44,resident,intruder,investigation,554,595
44,resident,intruder,attack,596,620
44,resident,intruder,none,621,639
44,resident,intruder,investigation,640,659
44,resident,intruder,attack,660,754
44,resident,intruder,investigation,755,798
44,resident,intruder,none,799,909
44,resident,intruder,investigation,910,935
44,resident,intruder,attack,936,1034
44,resident,intruder,none,1035,1071
44,resident,intruder,investigation,1072,1075
44,resident,intruder,attack,1076,1122
44,resident,intruder,investigation,1123,1327
44,resident,intruder,attack,1328,1350
44,resident,intruder,none,1351,1377
44,resident,intruder,investigation,1378,1410
44,resident,intruder,attack,1411,1416
44,resident,intruder,none,1417,1430
44,resident,intruder,investigation,1431,1447
44,resident,intruder,attack,1448,1584
44,resident,intruder,none,1585,1596
44,resident,intruder,attack,1597,1664
44,resident,intruder,none,1665,1674
44,resident,intruder,investigation,1675,1696
44,resident,intruder,attack,1697,1733
44,resident,intruder,none,1734,1762
44,resident,intruder,investigation,1763,1780
44,resident,intruder,attack,1781,1812
44,resident,intruder,none,1813,1935
44,resident,intruder,investigation,1936,1943
44,resident,intruder,attack,1944,2079
44,resident,intruder,none,2080,2229
44,resident,intruder,investigation,2230,2263
44,resident,intruder,attack,2264,2285
44,resident,intruder,none,2286,2321
44,resident,intruder,investigation,2322,2330
44,resident,intruder,attack,2331,2389
44,resident,intruder,none,2390,2422
44,resident,intruder,investigation,2423,2430
44,resident,intruder,attack,2431,2462
44,resident,intruder,none,2463,2484
44,resident,intruder,investigation,2485,2588
44,resident,intruder,attack,2589,2599
44,resident,intruder,none,2600,2616
44,resident,intruder,investigation,2617,2645
44,resident,intruder,attack,2646,2703
44,resident,intruder,none,2704,2712
45,intruder,resident,none,0,5064
45,resident,intruder,none,0,0
45,resident,intruder,investigation,1,7
45,resident,intruder,none,8,62
45,resident,intruder,investigation,63,358
45,resident,intruder,none,359,383
45,resident,intruder,investigation,384,504
45,resident,intruder,none,505,542
45,resident,intruder,investigation,543,805
45,resident,intruder,none,806,843
45,resident,intruder,investigation,844,938
45,resident,intruder,none,939,990
45,resident,intruder,investigation,991,1005
45,resident,intruder,mount,1006,1075
45,resident,intruder,investigation,1076,1108
45,resident,intruder,mount,1109,1157
45,resident,intruder,investigation,1158,1164
45,resident,intruder,none,1165,1260
45,resident,intruder,investigation,1261,1313
45,resident,intruder,none,1314,1367
45,resident,intruder,investigation,1368,1577
45,resident,intruder,none,1578,1891
45,resident,intruder,investigation,1892,1939
45,resident,intruder,none,1940,2167
45,resident,intruder,investigation,2168,2185
45,resident,intruder,none,2186,2221
45,resident,intruder,investigation,2222,2467
45,resident,intruder,mount,2468,2690
45,resident,intruder,none,2691,2841
45,resident,intruder,investigation,2842,2855
45,resident,intruder,none,2856,2989
45,resident,intruder,investigation,2990,3003
45,resident,intruder,mount,3004,3119
45,resident,intruder,investigation,3120,3137
45,resident,intruder,none,3138,3208
45,resident,intruder,investigation,3209,3221
45,resident,intruder,mount,3222,3278
45,resident,intruder,none,3279,3497
45,resident,intruder,investigation,3498,3506
45,resident,intruder,mount,3507,3579
45,resident,intruder,none,3580,3688
45,resident,intruder,investigation,3689,3704
45,resident,intruder,mount,3705,3769
45,resident,intruder,none,3770,3927
45,resident,intruder,investigation,3928,3941
45,resident,intruder,mount,3942,5064
46,intruder,resident,none,0,2750
46,resident,intruder,none,0,0
46,resident,intruder,investigation,1,9
46,resident,intruder,mount,10,284
46,resident,intruder,none,285,421
46,resident,intruder,investigation,422,431
46,resident,intruder,mount,432,509
46,resident,intruder,none,510,591
46,resident,intruder,investigation,592,603
46,resident,intruder,mount,604,652
46,resident,intruder,none,653,823
46,resident,intruder,investigation,824,833
46,resident,intruder,mount,834,1148
46,resident,intruder,investigation,1149,1177
46,resident,intruder,none,1178,1532
46,resident,intruder,investigation,1533,1568
46,resident,intruder,mount,1569,1650
46,resident,intruder,investigation,1651,1695
46,resident,intruder,none,1696,1782
46,resident,intruder,investigation,1783,1825
46,resident,intruder,mount,1826,1885
46,resident,intruder,none,1886,1963
46,resident,intruder,investigation,1964,2020
46,resident,intruder,mount,2021,2057
46,resident,intruder,investigation,2058,2077
46,resident,intruder,none,2078,2294
46,resident,intruder,investigation,2295,2465
46,resident,intruder,none,2466,2619
46,resident,intruder,investigation,2620,2630
46,resident,intruder,mount,2631,2750
47,intruder,resident,none,0,1212
47,resident,intruder,none,0,0
47,resident,intruder,attack,1,58
47,resident,intruder,investigation,59,86
47,resident,intruder,none,87,180
47,resident,intruder,investigation,181,209
47,resident,intruder,attack,210,625
47,resident,intruder,investigation,626,653
47,resident,intruder,none,654,697
47,resident,intruder,investigation,698,727
47,resident,intruder,none,728,760
47,resident,intruder,investigation,761,780
47,resident,intruder,none,781,879
47,resident,intruder,investigation,880,916
47,resident,intruder,attack,917,962
47,resident,intruder,none,963,975
47,resident,intruder,investigation,976,1069
47,resident,intruder,none,1070,1212
48,intruder,resident,none,0,2884
48,resident,intruder,none,0,0
48,resident,intruder,mount,1,91
48,resident,intruder,none,92,253
48,resident,intruder,investigation,254,292
48,resident,intruder,mount,293,525
48,resident,intruder,none,526,666
48,resident,intruder,investigation,667,711
48,resident,intruder,none,712,1314
48,resident,intruder,investigation,1315,1321
48,resident,intruder,mount,1322,1558
48,resident,intruder,none,1559,1848
48,resident,intruder,investigation,1849,1880
48,resident,intruder,none,1881,2395
48,resident,intruder,investigation,2396,2420
48,resident,intruder,mount,2421,2496
48,resident,intruder,none,2497,2884
49,intruder,resident,none,0,1282
49,resident,intruder,none,0,0
49,resident,intruder,attack,1,669
49,resident,intruder,none,670,698
49,resident,intruder,investigation,699,700
49,resident,intruder,none,701,730
49,resident,intruder,attack,731,888
49,resident,intruder,none,889,901
49,resident,intruder,investigation,902,911
49,resident,intruder,attack,912,926
49,resident,intruder,none,927,954
49,resident,intruder,attack,955,966
49,resident,intruder,none,967,982
49,resident,intruder,investigation,983,996
49,resident,intruder,attack,997,1111
49,resident,intruder,none,1112,1166
49,resident,intruder,investigation,1167,1194
49,resident,intruder,attack,1195,1255
49,resident,intruder,none,1256,1282
50,intruder,resident,none,0,17325
50,resident,intruder,none,0,0
50,resident,intruder,investigation,1,708
50,resident,intruder,none,709,737
50,resident,intruder,investigation,738,860
50,resident,intruder,none,861,931
50,resident,intruder,investigation,932,1205
50,resident,intruder,none,1206,1221
50,resident,intruder,investigation,1222,1543
50,resident,intruder,none,1544,1599
50,resident,intruder,investigation,1600,1606
50,resident,intruder,none,1607,1650
50,resident,intruder,investigation,1651,1692
50,resident,intruder,none,1693,1752
50,resident,intruder,investigation,1753,1901
50,resident,intruder,none,1902,1965
50,resident,intruder,investigation,1966,2057
50,resident,intruder,none,2058,2198
50,resident,intruder,investigation,2199,2285
50,resident,intruder,none,2286,2313
50,resident,intruder,investigation,2314,2693
50,resident,intruder,none,2694,2850
50,resident,intruder,investigation,2851,2979
50,resident,intruder,none,2980,3025
50,resident,intruder,investigation,3026,3293
50,resident,intruder,none,3294,3351
50,resident,intruder,investigation,3352,3636
50,resident,intruder,none,3637,3711
50,resident,intruder,investigation,3712,3723
50,resident,intruder,none,3724,3845
50,resident,intruder,investigation,3846,3884
50,resident,intruder,none,3885,4087
50,resident,intruder,investigation,4088,4104
50,resident,intruder,none,4105,4139
50,resident,intruder,investigation,4140,4199
50,resident,intruder,none,4200,4271
50,resident,intruder,investigation,4272,4292
50,resident,intruder,none,4293,4421
50,resident,intruder,investigation,4422,4432
50,resident,intruder,none,4433,4470
50,resident,intruder,investigation,4471,4488
50,resident,intruder,none,4489,4897
50,resident,intruder,investigation,4898,4908
50,resident,intruder,none,4909,4978
50,resident,intruder,investigation,4979,4990
50,resident,intruder,none,4991,5048
50,resident,intruder,investigation,5049,5086
50,resident,intruder,none,5087,5238
50,resident,intruder,investigation,5239,5249
50,resident,intruder,none,5250,5571
50,resident,intruder,investigation,5572,5738
50,resident,intruder,none,5739,5983
50,resident,intruder,investigation,5984,6002
50,resident,intruder,none,6003,6602
50,resident,intruder,investigation,6603,6676
50,resident,intruder,none,6677,6733
50,resident,intruder,investigation,6734,6742
50,resident,intruder,none,6743,7157
50,resident,intruder,investigation,7158,7169
50,resident,intruder,none,7170,7235
50,resident,intruder,investigation,7236,7242
50,resident,intruder,none,7243,7302
50,resident,intruder,investigation,7303,7316
50,resident,intruder,none,7317,7573
50,resident,intruder,investigation,7574,7598
50,resident,intruder,none,7599,7664
50,resident,intruder,investigation,7665,7722
50,resident,intruder,none,7723,8124
50,resident,intruder,investigation,8125,8203
50,resident,intruder,none,8204,8234
50,resident,intruder,investigation,8235,8284
50,resident,intruder,none,8285,8418
50,resident,intruder,investigation,8419,8647
50,resident,intruder,none,8648,8868
50,resident,intruder,investigation,8869,9134
50,resident,intruder,none,9135,9321
50,resident,intruder,investigation,9322,9711
50,resident,intruder,none,9712,9753
50,resident,intruder,investigation,9754,10023
50,resident,intruder,none,10024,10025
50,resident,intruder,investigation,10026,10154
50,resident,intruder,none,10155,10293
50,resident,intruder,investigation,10294,10380
50,resident,intruder,none,10381,10450
50,resident,intruder,investigation,10451,10751
50,resident,intruder,none,10752,10782
50,resident,intruder,investigation,10783,10797
50,resident,intruder,none,10798,11228
50,resident,intruder,investigation,11229,11242
50,resident,intruder,none,11243,11367
50,resident,intruder,investigation,11368,11378
50,resident,intruder,none,11379,11424
50,resident,intruder,investigation,11425,11428
50,resident,intruder,none,11429,11468
50,resident,intruder,investigation,11469,11477
50,resident,intruder,none,11478,11524
50,resident,intruder,investigation,11525,11540
50,resident,intruder,none,11541,11645
50,resident,intruder,investigation,11646,11668
50,resident,intruder,none,11669,12141
50,resident,intruder,investigation,12142,12243
50,resident,intruder,none,12244,12382
50,resident,intruder,investigation,12383,12703
50,resident,intruder,none,12704,12871
50,resident,intruder,investigation,12872,12911
50,resident,intruder,none,12912,12982
50,resident,intruder,investigation,12983,12991
50,resident,intruder,none,12992,13091
50,resident,intruder,investigation,13092,13103
50,resident,intruder,none,13104,13181
50,resident,intruder,investigation,13182,13189
50,resident,intruder,none,13190,13289
50,resident,intruder,investigation,13290,13360
50,resident,intruder,none,13361,13429
50,resident,intruder,investigation,13430,13509
50,resident,intruder,none,13510,13607
50,resident,intruder,investigation,13608,13631
50,resident,intruder,none,13632,14107
50,resident,intruder,investigation,14108,14125
50,resident,intruder,none,14126,14556
50,resident,intruder,investigation,14557,14586
50,resident,intruder,none,14587,14654
50,resident,intruder,investigation,14655,14665
50,resident,intruder,none,14666,14904
50,resident,intruder,investigation,14905,14914
50,resident,intruder,none,14915,15022
50,resident,intruder,investigation,15023,15032
50,resident,intruder,none,15033,15292
50,resident,intruder,investigation,15293,15332
50,resident,intruder,none,15333,15536
50,resident,intruder,investigation,15537,15561
50,resident,intruder,none,15562,15885
50,resident,intruder,investigation,15886,15906
50,resident,intruder,none,15907,15958
50,resident,intruder,investigation,15959,16002
50,resident,intruder,none,16003,16243
50,resident,intruder,investigation,16244,16256
50,resident,intruder,none,16257,16282
50,resident,intruder,investigation,16283,16320
50,resident,intruder,none,16321,16561
50,resident,intruder,investigation,16562,16584
50,resident,intruder,none,16585,17093
50,resident,intruder,investigation,17094,17104
50,resident,intruder,none,17105,17325
51,intruder,resident,none,0,17945
51,resident,intruder,none,0,0
51,resident,intruder,investigation,1,981
51,resident,intruder,none,982,1056
51,resident,intruder,investigation,1057,1139
51,resident,intruder,none,1140,1159
51,resident,intruder,investigation,1160,1247
51,resident,intruder,none,1248,1290
51,resident,intruder,investigation,1291,1468
51,resident,intruder,none,1469,1586
51,resident,intruder,investigation,1587,1674
51,resident,intruder,none,1675,1776
51,resident,intruder,investigation,1777,2158
51,resident,intruder,none,2159,2207
51,resident,intruder,investigation,2208,2374
51,resident,intruder,none,2375,2611
51,resident,intruder,investigation,2612,2638
51,resident,intruder,none,2639,2775
51,resident,intruder,investigation,2776,2894
51,resident,intruder,none,2895,2986
51,resident,intruder,investigation,2987,3091
51,resident,intruder,none,3092,3341
51,resident,intruder,investigation,3342,3354
51,resident,intruder,none,3355,3499
51,resident,intruder,investigation,3500,3599
51,resident,intruder,none,3600,3673
51,resident,intruder,investigation,3674,3762
51,resident,intruder,none,3763,3801
51,resident,intruder,investigation,3802,3851
51,resident,intruder,none,3852,3875
51,resident,intruder,investigation,3876,3932
51,resident,intruder,none,3933,4038
51,resident,intruder,investigation,4039,4261
51,resident,intruder,none,4262,4297
51,resident,intruder,investigation,4298,4633
51,resident,intruder,none,4634,4906
51,resident,intruder,investigation,4907,4962
51,resident,intruder,none,4963,5031
51,resident,intruder,investigation,5032,5048
51,resident,intruder,none,5049,5162
51,resident,intruder,investigation,5163,5194
51,resident,intruder,none,5195,5338
51,resident,intruder,investigation,5339,5379
51,resident,intruder,none,5380,5590
51,resident,intruder,investigation,5591,5620
51,resident,intruder,none,5621,5738
51,resident,intruder,investigation,5739,5954
51,resident,intruder,none,5955,6047
51,resident,intruder,investigation,6048,6098
51,resident,intruder,none,6099,6120
51,resident,intruder,investigation,6121,6139
51,resident,intruder,none,6140,6195
51,resident,intruder,investigation,6196,6225
51,resident,intruder,none,6226,6226
51,resident,intruder,investigation,6227,6261
51,resident,intruder,none,6262,6461
51,resident,intruder,investigation,6462,7398
51,resident,intruder,none,7399,7423
51,resident,intruder,investigation,7424,7444
51,resident,intruder,none,7445,7569
51,resident,intruder,investigation,7570,7596
51,resident,intruder,none,7597,7757
51,resident,intruder,investigation,7758,8007
51,resident,intruder,none,8008,8072
51,resident,intruder,investigation,8073,8103
51,resident,intruder,none,8104,8131
51,resident,intruder,investigation,8132,8172
51,resident,intruder,none,8173,8330
51,resident,intruder,investigation,8331,8341
51,resident,intruder,none,8342,8744
51,resident,intruder,investigation,8745,8752
51,resident,intruder,none,8753,8863
51,resident,intruder,investigation,8864,8920
51,resident,intruder,none,8921,9283
51,resident,intruder,investigation,9284,9428
51,resident,intruder,none,9429,9449
51,resident,intruder,investigation,9450,9494
51,resident,intruder,none,9495,9527
51,resident,intruder,investigation,9528,9544
51,resident,intruder,none,9545,9568
51,resident,intruder,investigation,9569,9605
51,resident,intruder,none,9606,9721
51,resident,intruder,investigation,9722,9887
51,resident,intruder,none,9888,9929
51,resident,intruder,investigation,9930,10165
51,resident,intruder,none,10166,10244
51,resident,intruder,investigation,10245,10414
51,resident,intruder,none,10415,10467
51,resident,intruder,investigation,10468,10516
51,resident,intruder,none,10517,10615
51,resident,intruder,investigation,10616,10643
51,resident,intruder,none,10644,10770
51,resident,intruder,investigation,10771,10804
51,resident,intruder,none,10805,11105
51,resident,intruder,investigation,11106,11129
51,resident,intruder,none,11130,11345
51,resident,intruder,investigation,11346,11479
51,resident,intruder,none,11480,11595
51,resident,intruder,investigation,11596,11610
51,resident,intruder,none,11611,11681
51,resident,intruder,investigation,11682,11743
51,resident,intruder,none,11744,11917
51,resident,intruder,investigation,11918,12039
51,resident,intruder,none,12040,12096
51,resident,intruder,investigation,12097,12462
51,resident,intruder,none,12463,13329
51,resident,intruder,investigation,13330,13414
51,resident,intruder,none,13415,13488
51,resident,intruder,investigation,13489,13515
51,resident,intruder,none,13516,13611
51,resident,intruder,investigation,13612,13627
51,resident,intruder,none,13628,13778
51,resident,intruder,investigation,13779,13985
51,resident,intruder,none,13986,14009
51,resident,intruder,investigation,14010,14656
51,resident,intruder,none,14657,14698
51,resident,intruder,investigation,14699,15682
51,resident,intruder,none,15683,15714
51,resident,intruder,investigation,15715,15785
51,resident,intruder,none,15786,15798
51,resident,intruder,investigation,15799,15915
51,resident,intruder,none,15916,15957
51,resident,intruder,investigation,15958,16009
51,resident,intruder,none,16010,16039
51,resident,intruder,investigation,16040,16044
51,resident,intruder,none,16045,16075
51,resident,intruder,investigation,16076,16444
51,resident,intruder,none,16445,16488
51,resident,intruder,investigation,16489,16585
51,resident,intruder,none,16586,17037
51,resident,intruder,investigation,17038,17245
51,resident,intruder,none,17246,17310
51,resident,intruder,investigation,17311,17348
51,resident,intruder,none,17349,17881
51,resident,intruder,investigation,17882,17945
52,intruder,resident,none,0,17471
52,resident,intruder,none,0,0
52,resident,intruder,investigation,1,995
52,resident,intruder,none,996,1011
52,resident,intruder,investigation,1012,1196
52,resident,intruder,none,1197,1281
52,resident,intruder,investigation,1282,1304
52,resident,intruder,mount,1305,1351
52,resident,intruder,investigation,1352,1364
52,resident,intruder,none,1365,1398
52,resident,intruder,investigation,1399,1516
52,resident,intruder,mount,1517,1555
52,resident,intruder,investigation,1556,1563
52,resident,intruder,none,1564,1637
52,resident,intruder,investigation,1638,1689
52,resident,intruder,mount,1690,1715
52,resident,intruder,investigation,1716,1723
